category,temizlenmis_title,temizlenmis_description,title_sentiment_label,description_sentiment_label,title_sentiment,description_sentiment,source,temizlenmis_title_tokens,temizlenmis_title_lemmas,temizlenmis_description_tokens,temizlenmis_description_lemmas
entertainment,li çocuk,ünlü şarkıcı murat boz sosyal medya hesabından çocukluk fotoğrafını paylaşarak takipçilerini geçmişe götürdü magazin haberleri,neutral,neutral,[0.14635773 0.8536423 ],[0.23770726 0.76229274],Haberturk.com,"['li', 'çocuk']","['li', 'çocuk']","['ünlü', 'şark', 'ıcı', 'murat', 'boz', 'sosyal', 'medya', 'hesabından', 'çocukluk', 'fotoğrafını', 'paylaşarak', 'takipçilerini', 'geçmişe', 'götürdü', 'magazin', 'haberleri']","['ünlü', 'şark', 'ci', 'murat', 'boz', 'sosyal', 'medya', 'hesap', 'çocukluk', 'fotoğraf', 'paylaş', 'takipçi', 'geçmişe', 'götür', 'magaz', 'haber']"
entertainment,başka havlu düşünemiyorum,ünlü komedyen ata demirer sosyal medya hesabından yaptığı fedon fotoğraflı havlu paylaşımıyla güldürdü magazin haberleri,negative,neutral,[9.991072e-01 8.928376e-04],[0.43413922 0.5658608 ],Haberturk.com,"['başka', 'havlu', 'düşünemiyorum']","['başka', 'havlu', 'düşün']","['ünlü', 'komedyen', 'ata', 'demirer', 'sosyal', 'medya', 'hesabından', 'yaptığı', 'fedon', 'fotoğraflı', 'havlu', 'paylaşımıyla', 'güldürdü', 'magazin', 'haberleri']","['ünlü', 'komedyen', 'ata', 'demirer', 'sosyal', 'medya', 'hesap', 'yap', 'fedon', 'fotoğraflı', 'havlu', 'paylaşım', 'gül', 'magaz', 'haber']"
entertainment,yolu seninle yürümek büyük gurur,ünlü şarkıcı hadiseden oyuncu seda bakana övgü dolu sözler yürümediğim yolu yürümek büyük gurur magazin haberleri,neutral,negative,[0.01063718 0.9893628 ],[0.6018391  0.39816093],Haberturk.com,"['yolu', 'seninle', 'yürümek', 'büyük', 'gurur']","['yol', 'sen', 'yürü', 'büyük', 'gurur']","['ünlü', 'şark', 'ıcı', 'hadiseden', 'oyuncu', 'seda', 'bakana', 'övgü', 'dolu', 'sözler', 'yürümediğim', 'yolu', 'yürümek', 'büyük', 'gurur', 'magazin', 'haberleri']","['ünlü', 'şark', 'ci', 'hadise', 'oyuncu', 'seda', 'bakan', 'övgü', 'dolu', 'söz', 'yürü', 'yol', 'yürü', 'büyük', 'gurur', 'magaz', 'haber']"
other,para başa bela tatlıses ailesi karıştı,ibrahim tatlıses çocuklarıyla yaşadığı sorunlara para krizinin yol açtığını söyledi param olsaydı olay olmazdı,negative,negative,[0.996743   0.00325704],[0.9907861  0.00921394],Hurriyet.com.tr,"['para', 'başa', 'bela', 'tatlıses', 'ailesi', 'karıştı']","['para', 'baş', 'bela', 'tatlıses', 'aile', 'karış']","['ibrahim', 'tatlıses', 'çocuklarıyla', 'yaşadığı', 'sorunlara', 'para', 'krizinin', 'yol', 'açtığını', 'söyledi', 'param', 'olsa', 'ydı', 'olay', 'olmazdı']","['ibrahim', 'tatlıses', 'çocuk', 'yaşa', 'sorun', 'para', 'kriz', 'yol', 'aç', 'söyle', 'param', 'ol', 'i', 'olay', 'ol']"
entertainment,ünlü isim yıldır aynı evde oturuyor misafir bile olsa akşam yatarım,kanal dnin sunuculuğunu evrim akının yaptığı ilgiyle izlenen programı evrim akın ev gezmesinin konuğu seren serengil oldu,neutral,negative,[0.02642286 0.9735771 ],[0.93088377 0.06911621],Hurriyet.com.tr,"['ünlü', 'isim', 'yıl', 'dır', 'aynı', 'evde', 'oturuyor', 'misafir', 'bile', 'olsa', 'akşam', 'yatarım']","['ünlü', 'isim', 'yıl', 'dir', 'aynı', 'ev', 'otur', 'misafir', 'bile', 'ol', 'akşam', 'yat']","['kanal', 'dnin', 'sunuculuğunu', 'evrim', 'akının', 'yaptığı', 'ilgiyle', 'izlenen', 'programı', 'evrim', 'akın', 'ev', 'gezmesinin', 'konuğu', 'seren', 'serengil', 'oldu']","['kanal', 'dnin', 'sunuculuk', 'evrim', 'akı', 'yap', 'ilgi', 'izle', 'program', 'evrim', 'akın', 'ev', 'gezme', 'konuk', 'seren', 'serengil', 'ol']"
sports,salahın yunanistan tatili magazin manşetlerinde,liverpoolun yıldız oyuncusu muhammed salah yaz tatilinin tadını yunanistanda çıkarıyor,negative,neutral,[0.9172965  0.08270342],[0.4858719 0.514128 ],Odatv.com,"['salahın', 'yunanistan', 'tatili', 'magazin', 'manşetlerinde']","['salah', 'yunanistan', 'tatil', 'magaz', 'manşet']","['liverpoolun', 'yıldız', 'oyuncusu', 'muhammed', 'salah', 'yaz', 'tatilinin', 'tadını', 'yunanistanda', 'çıkarıyor']","['liverpoolun', 'yıldız', 'oyuncu', 'muhammed', 'salah', 'yaz', 'tatil', 'tad', 'yunanistanda', 'çıkar']"
entertainment,metin akpınarın kızı konuştu babamın vefatından sonra hakkımızı alacağız,sevgi katkıcı ikiz kardeşi duygu nebioğlundan sonra metin akpınara açtığı babalık davasını kazandı mahkeme dna testiyle ünlü ismin kızı olduğunu kanıtlayan sevgi katkıcı metin akpınar arasında soy bağının kurulmasına karar verdi davanın sonuçlamasını,negative,negative,[0.9578149  0.04218508],[0.9610527  0.03894734],Hurriyet.com.tr,"['metin', 'akpınarın', 'kızı', 'konuştu', 'babamın', 'vefatından', 'sonra', 'hakkımızı', 'alacağız']","['metin', 'akpınar', 'kız', 'konuş', 'baba', 'vefat', 'sonra', 'hak', 'al']","['sevgi', 'katkıcı', 'ikiz', 'kardeşi', 'duygu', 'nebioğlundan', 'sonra', 'metin', 'akpınara', 'açtığı', 'babalık', 'davasını', 'kazandı', 'mahkeme', 'dna', 'testiyle', 'ünlü', 'ismin', 'kızı', 'olduğunu', 'kanıtlayan', 'sevgi', 'katkıcı', 'metin', 'akpınar', 'arasında', 'soy', 'bağının', 'kurulmasına', 'karar', 'verdi', 'davanın', 'sonuçlamasını']","['sevgi', 'katkıcı', 'ikiz', 'kardeş', 'duygu', 'nebioğlu', 'sonra', 'metin', 'akıpan', 'aç', 'babalık', 'dava', 'kazan', 'mahkem', 'dna', 'test', 'ünlü', 'isim', 'kız', 'ol', 'kanıtla', 'sevgi', 'katkıcı', 'metin', 'akpınar', 'ara', 'soy', 'bağı', 'kur', 'karar', 'ver', 'dava', 'sonuçlama']"
entertainment,gerçek ortaya çıktı ayda boşuyorlar,oyuncu anıl altan berfu yenenlerin youtube programına konuk oldu,negative,negative,[0.9392295  0.06077052],[0.9876978  0.01230225],Hurriyet.com.tr,"['gerçek', 'ortaya', 'çıktı', 'ayda', 'boşuyorlar']","['gerçek', 'orta', 'çık', 'ay', 'boş']","['oyuncu', 'anıl', 'altan', 'berfu', 'yenenlerin', 'youtube', 'programına', 'konuk', 'oldu']","['oyuncu', 'anıl', 'altan', 'berfu', 'yenen', 'youtup', 'program', 'konuk', 'ol']"
entertainment,babası kızım sana hayran demişti iki genç tokalaştı aşk söylentileri uçuştu,dünyada milyonlarca kişinin meraklı olduğu konuların listesi yapılsa iki başlık birbiriyle yarışır futbol modern çağlarda bile varlıklarını sürdüren kraliyet aileleri peki iki konu tek başlık altında toplanırsa,negative,negative,[0.6340952 0.3659048],[0.7551906  0.24480939],Hurriyet.com.tr,"['babası', 'kızım', 'sana', 'hayran', 'demişti', 'iki', 'genç', 'tokalaştı', 'aşk', 'söylentileri', 'uçuştu']","['baba', 'kız', 'sen', 'hayran', 'de', 'iki', 'genç', 'tokalaş', 'aşk', 'söylenti', 'uçuş']","['dünyada', 'milyonlarca', 'kişinin', 'meraklı', 'olduğu', 'konuların', 'listesi', 'yapılsa', 'iki', 'başlık', 'birbiriyle', 'yarışır', 'futbol', 'modern', 'çağlarda', 'bile', 'varlıklarını', 'sürdüren', 'kraliyet', 'aileleri', 'peki', 'iki', 'konu', 'tek', 'başlık', 'altında', 'toplanırsa']","['dünya', 'milyonlarca', 'kişi', 'meraklı', 'ol', 'konu', 'liste', 'yap', 'iki', 'başlık', 'birbiri', 'yarış', 'futbol', 'modern', 'çağ', 'bile', 'varlık', 'sür', 'kraliyet', 'aile', 'peki', 'iki', 'konu', 'tek', 'başlık', 'alt', 'topla']"
entertainment,uzaktan muhabir çekmişti fotoğrafı değişik tehlikeli deneyimdi,kılık değiştirdi gününü sokakta yaşayanlarla geçirdi ünlü oyuncu tehlikeli deneyimini anlattı,neutral,neutral,[0.0929908 0.9070092],[0.1212692  0.87873083],Hurriyet.com.tr,"['uzaktan', 'muhabir', 'çekmişti', 'fotoğrafı', 'değişik', 'tehlikeli', 'deneyimdi']","['uzak', 'muhabir', 'çek', 'fotoğraf', 'değişik', 'tehlikeli', 'dene']","['kılık', 'değiştirdi', 'gününü', 'sokakta', 'yaşayanlarla', 'geçirdi', 'ünlü', 'oyuncu', 'tehlikeli', 'deneyimini', 'anlattı']","['kılık', 'değiş', 'gün', 'sokak', 'yaşa', 'geçir', 'ünlü', 'oyuncu', 'tehlikeli', 'deney', 'anlat']"
entertainment,babasından yaşlı adamla evlenmişti bebeğinin yüzünü boyunu gösterdi,aslında hiçbir yapmasa bile dünyanın ilgisini çekecek dizi özelliğe sahipti sadece kendi ülkesinde yerkürenin köşesinde mercek altına alınan ailede doğmuştu üstelik ailesinin üyesi öylesine ön plandaydı onun evlilik öncesi soyad,negative,neutral,[0.94316524 0.05683471],[0.05135547 0.94864446],Hurriyet.com.tr,"['babasından', 'yaşlı', 'adamla', 'evlenmişti', 'bebeğinin', 'yüzünü', 'boyunu', 'gösterdi']","['baba', 'yaşlı', 'adam', 'evlen', 'bebek', 'yüz', 'boy', 'göster']","['aslında', 'hiçbir', 'yapmasa', 'bile', 'dünyanın', 'ilgisini', 'çekecek', 'dizi', 'özelliğe', 'sahip', 'ti', 'sadece', 'kendi', 'ülkesinde', 'yerkürenin', 'köşesinde', 'mercek', 'altına', 'alınan', 'ailede', 'doğmuştu', 'üstelik', 'ailesinin', 'üyesi', 'öylesine', 'ön', 'planda', 'ydı', 'onun', 'evlilik', 'öncesi', 'soyad']","['aslında', 'hiçbir', 'yap', 'bile', 'dünya', 'ilgi', 'çek', 'dizi', 'özellik', 'sahip', 'i', 'sadece', 'kendi', 'ülke', 'yerküre', 'köşe', 'mercek', 'alt', 'al', 'aile', 'doğ', 'üstelik', 'aile', 'üye', 'öylesine', 'ön', 'plan', 'i', 'o', 'evlilik', 'önce', 'soyad']"
entertainment,yıldızlar kayar filmi konusu,yıldızlar kayar filmi temmuz salı günü saat tvde ilk kez show tv ekranlarında izleyici buluşuyor senaryosu koray yeltekinin kaleme aldığı film günay günaydın tarafından beyaz perdeye aktarılmıştır filmi kaçıran yeniden izlemek isteye,neutral,neutral,[0.3734644 0.6265356],[0.05943625 0.9405638 ],Haberturk.com,"['yıldızlar', 'kayar', 'filmi', 'konusu']","['yıldız', 'kayar', 'film', 'konu']","['yıldızlar', 'kayar', 'filmi', 'temmuz', 'salı', 'günü', 'saat', 'tvde', 'ilk', 'kez', 'show', 'tv', 'ekranlarında', 'izle', 'yici', 'buluşuyor', 'senaryosu', 'koray', 'yeltekinin', 'kaleme', 'aldığı', 'film', 'günay', 'günaydın', 'tarafından', 'beyaz', 'perdeye', 'aktarılmıştır', 'filmi', 'kaçıran', 'yeniden', 'izlemek', 'isteye']","['yıldız', 'kayar', 'film', 'temmuz', 'salı', 'gün', 'saat', 'tvde', 'ilk', 'kez', 'show', 'tv', 'ekran', 'izle', 'yici', 'buluş', 'senaryos', 'koray', 'yeltek', 'kalem', 'al', 'film', 'günay', 'günayt', 'taraf', 'beyaz', 'perde', 'aktar', 'film', 'kaçır', 'yeniden', 'izle', 'iste']"
entertainment,popcast söyleşileri fizyde başlıyor,turkcellin müzik uygulaması fizy kaan ölker moderatörlüğünde sanatçıyı konuk edecek popcast adlı yeni müzik magazin serisi başlattı,neutral,neutral,[0.00745464 0.9925453 ],[0.1596621 0.8403379],Haber7.com,"['popcast', 'söyleşileri', 'fizyde', 'başlıyor']","['popcast', 'söyleşi', 'fizy', 'başla']","['turkcellin', 'müzik', 'uygulaması', 'fizy', 'kaan', 'ölker', 'moderatörlüğünde', 'sanatçıyı', 'konuk', 'edecek', 'popcast', 'adlı', 'yeni', 'müzik', 'magazin', 'serisi', 'başlattı']","['turkcell', 'müzik', 'uygulama', 'fizy', 'Haan', 'ölker', 'moderatörlük', 'sanatçı', 'konuk', 'et', 'popcast', 'adlı', 'yeni', 'müzik', 'magaz', 'seri', 'başla']"
entertainment,ünlü şarkıcı apartmanın çatı katında yaşıyor ev dediğin bahçeli manzaralı olur,kanal dnin sunuculuğunu evrim akının yaptığı ilgiyle izlenen programı evrim akın ev gezmesi birbirinden ünlü isimlerin evlerine sürpriz ziyaretler yapmaya devam ediyor,neutral,negative,[0.41935024 0.58064973],[0.543311 0.456689],Hurriyet.com.tr,"['ünlü', 'şark', 'ıcı', 'apartmanın', 'çatı', 'katında', 'yaşıyor', 'ev', 'dediğin', 'bahçeli', 'manzaralı', 'olur']","['ünlü', 'şark', 'ci', 'apartman', 'çatı', 'kat', 'yaşa', 'ev', 'de', 'bahçel', 'manzaralı', 'ol']","['kanal', 'dnin', 'sunuculuğunu', 'evrim', 'akının', 'yaptığı', 'ilgiyle', 'izlenen', 'programı', 'evrim', 'akın', 'ev', 'gezmesi', 'birbirinden', 'ünlü', 'isimlerin', 'evlerine', 'sürpriz', 'ziyaretler', 'yapmaya', 'devam', 'ediyor']","['kanal', 'dnin', 'sunuculuk', 'evrim', 'akı', 'yap', 'ilgi', 'izle', 'program', 'evrim', 'akın', 'ev', 'gez', 'birbiri', 'ünlü', 'isim', 'ev', 'sürpriz', 'ziyaret', 'yap', 'devam', 'et']"
entertainment,türk dünyaca ünlü isimleri solladı ün en güzel müslüman kadını kim,popüler magazin platformu fillgap dünyanın en güzel müslüman kadınlarını seçtiği oylama gerçekleştirdi oylamanın birincisi gigi hadid bella hadid gibi dünyaca ünlü isimleri geçen türk oldu,neutral,neutral,[0.05472122 0.94527876],[0.06599175 0.93400824],Odatv.com,"['türk', 'dünyaca', 'ünlü', 'isimleri', 'solladı', 'ün', 'en', 'güzel', 'müslüman', 'kadını', 'kim']","['türk', 'dünyaca', 'ünlü', 'isim', 'solla', 'ün', 'en', 'güzel', 'müslüman', 'kadın', 'kim']","['popüler', 'magazin', 'platformu', 'fillgap', 'dünyanın', 'en', 'güzel', 'müslüman', 'kadınlarını', 'seçtiği', 'oylama', 'gerçekleştirdi', 'oylamanın', 'birincisi', 'gigi', 'hadid', 'bella', 'hadid', 'gibi', 'dünyaca', 'ünlü', 'isimleri', 'geçen', 'türk', 'oldu']","['popü', 'magaz', 'platform', 'fillgap', 'dünya', 'en', 'güzel', 'müslüman', 'kadın', 'seç', 'oyla', 'gerçekleş', 'oylama', 'birinci', 'gigi', 'hadid', 'bella', 'hadid', 'gibi', 'dünyaca', 'ünlü', 'isim', 'geç', 'türk', 'ol']"
entertainment,azra akın basından istedi,ünlü model oyuncu azra akın sosyal medya hesabından yaptığı paylaşımla magazin gazetecilerinin sahilde ailesiyle birlikte olduğu anları habersiz çekerek yayımlamasına karşı açıklamada bulundu,negative,negative,[0.9664134  0.03358662],[0.8600467  0.13995333],Odatv.com,"['azra', 'akın', 'basından', 'istedi']","['azra', 'akın', 'bas', 'iste']","['ünlü', 'model', 'oyuncu', 'azra', 'akın', 'sosyal', 'medya', 'hesabından', 'yaptığı', 'paylaşımla', 'magazin', 'gazetecilerinin', 'sahilde', 'ailesiyle', 'birlikte', 'olduğu', 'anları', 'habersiz', 'çekerek', 'yayımlamasına', 'karşı', 'açıklamada', 'bulundu']","['ünlü', 'model', 'oyuncu', 'azra', 'akın', 'sosyal', 'medya', 'hesap', 'yap', 'paylaşım', 'magaz', 'gazeteci', 'sahil', 'aile', 'birlikte', 'ol', 'an', 'habersiz', 'çek', 'yayımla', 'karşı', 'açıkla', 'bulun']"
entertainment,ido tatlıses yasemin şefkatli ikizlerinin yüzünü ilk kez gösterdi,ido tatlıses yasemin şefkatli yılında dünyaevine girdi ido tatlıses yasemin şefkatlinin ikiz oğulları oldu oğullarını gözlerden uzakta büyüten çift bugün yaptıkları yeni paylaşımla magazin gündeminde yer aldı ünlü çift oğullarının yüzü,neutral,neutral,[0.2749944 0.7250056],[0.15352237 0.84647757],Odatv.com,"['ido', 'tatlıses', 'yasemin', 'şefkatli', 'ikizlerinin', 'yüzünü', 'ilk', 'kez', 'gösterdi']","['ido', 'tatlıses', 'yasemin', 'şefkatli', 'ikiz', 'yüz', 'ilk', 'kez', 'göster']","['ido', 'tatlıses', 'yasemin', 'şefkatli', 'yılında', 'dünyaevine', 'girdi', 'ido', 'tatlıses', 'yasemin', 'şefkatlinin', 'ikiz', 'oğulları', 'oldu', 'oğullarını', 'gözlerden', 'uzakta', 'büyüten', 'çift', 'bugün', 'yaptıkları', 'yeni', 'paylaşımla', 'magazin', 'gündeminde', 'yer', 'aldı', 'ünlü', 'çift', 'oğullarının', 'yüzü']","['ido', 'tatlıses', 'yasemin', 'şefkatli', 'yıl', 'dünyae', 'gir', 'ido', 'tatlıses', 'yasemin', 'şefkatli', 'ikiz', 'oğul', 'ol', 'oğul', 'göz', 'uzak', 'büyü', 'çift', 'bugün', 'yap', 'yeni', 'paylaşım', 'magaz', 'gündem', 'yer', 'al', 'ünlü', 'çift', 'oğul', 'yüz']"
entertainment,burcu binici dna testi yaptırdı çıkan sonuç şaşırttı,oyuncu burcu binici rapçi tankurt manas yedi aylık evliliğini tek celsede bitirmişti biten evliliğiyle uzun süre magazin gündemini meşgul eden ünlü isim sefer yaptırdığı dna testiyle adından söz ettirdi,negative,neutral,[0.7711144  0.22888567],[0.45893937 0.5410607 ],Odatv.com,"['burcu', 'binici', 'dna', 'testi', 'yaptırdı', 'çıkan', 'sonuç', 'şaşırttı']","['burcu', 'binici', 'dna', 'test', 'yap', 'çık', 'sonuç', 'şaşır']","['oyuncu', 'burcu', 'binici', 'rapçi', 'tankurt', 'manas', 'yedi', 'aylık', 'evliliğini', 'tek', 'celsede', 'bitirmişti', 'biten', 'evliliğiyle', 'uzun', 'süre', 'magazin', 'gündemini', 'meşgul', 'eden', 'ünlü', 'isim', 'sefer', 'yaptırdığı', 'dna', 'testiyle', 'adından', 'söz', 'ettirdi']","['oyuncu', 'burcu', 'binici', 'rapçi', 'tankurt', 'manas', 'yedi', 'aylık', 'evlilik', 'tek', 'celse', 'bitir', 'bit', 'evlilik', 'uzun', 'süre', 'magaz', 'gündem', 'meşgul', 'et', 'ünlü', 'isim', 'sefer', 'yap', 'dna', 'test', 'ad', 'söz', 'et']"
entertainment,mesajları ifşa etmişti mahkemeden deniz akkayayı şoke eden karar,ünlü manken deniz akkaya son dönemlerde yaşadığı kızıyla olan problemleriyle medya magazin gündeminde geniş yankı uyandırdı mahkeme ünlü eski manken sunucu deniz akkaya için tedbir kararı verdi,negative,negative,[0.9416505 0.0583495],[0.99502593 0.00497407],Haber7.com,"['mesajları', 'ifşa', 'etmişti', 'mahkemeden', 'deniz', 'akkayayı', 'şoke', 'eden', 'karar']","['mesaj', 'ifşa', 'et', 'mahkeme', 'deniz', 'akkaya', 'şok', 'et', 'karar']","['ünlü', 'manken', 'deniz', 'akkaya', 'son', 'dönemlerde', 'yaşadığı', 'kızıyla', 'olan', 'problemleriyle', 'medya', 'magazin', 'gündeminde', 'geniş', 'yankı', 'uyandırdı', 'mahkeme', 'ünlü', 'eski', 'manken', 'sunucu', 'deniz', 'akkaya', 'için', 'tedbir', 'kararı', 'verdi']","['ünlü', 'manken', 'deniz', 'akka', 'son', 'dönem', 'yaşa', 'kız', 'ol', 'problem', 'medya', 'magaz', 'gündem', 'geniş', 'yank', 'uyan', 'mahkem', 'ünlü', 'eski', 'manken', 'sunuç', 'deniz', 'akka', 'için', 'tedbir', 'karar', 'ver']"
entertainment,ben bereni yerim polemiği ekol tv muhabiri video yayınladı,ekol tvnin magazin haberinde eşi kenan doğulu teknede tatil yapan beren saat görüntülenmişti yayınlanan haberde videodaki kişinin beren saat için kullandığı ifadeler kamuoyunda tepki topladı tepkilerin odağındaki ekol tv muhabiri uğur kotan ola,negative,negative,[0.96830606 0.03169394],[0.99442226 0.00557774],Odatv.com,"['ben', 'bereni', 'yerim', 'polemiği', 'ekol', 'tv', 'muhabiri', 'video', 'yayınladı']","['ben', 'beren', 'yerim', 'polemik', 'ekol', 'tv', 'muhabir', 'video', 'yayınla']","['ekol', 'tvnin', 'magazin', 'haberinde', 'eşi', 'kenan', 'doğulu', 'teknede', 'tatil', 'yapan', 'beren', 'saat', 'görüntülenmişti', 'yayınlanan', 'haberde', 'videoda', 'ki', 'kişinin', 'beren', 'saat', 'için', 'kullandığı', 'ifadeler', 'kamuoyunda', 'tepki', 'topladı', 'tepkilerin', 'odağında', 'ki', 'ekol', 'tv', 'muhabiri', 'uğur', 'kotan', 'ola']","['ekol', 'tvnin', 'magaz', 'haber', 'eş', 'kenan', 'doğul', 'tekne', 'tatil', 'yap', 'beren', 'saat', 'görüntülen', 'yayınla', 'haber', 'video', 'ki', 'kişi', 'beren', 'saat', 'için', 'kullan', 'ifade', 'kamuoyu', 'tepki', 'topla', 'tepki', 'odak', 'ki', 'ekol', 'tv', 'muhabir', 'uğur', 'kotan', 'ol']"
entertainment,seda çınar taciz mesajlarına isyan etti seni affetmem için yalvartmazsam,seda çınar sosyal medya hesabından eşi kızları ses elanın babası ümit erdimle yer aldığı fotoğrafları silmiş soyadını değiştirmişti boşanma haberleriyle magazin gündemine gelen ünlü çiftten çınar kendisine gelen taciz mesajlarına ateş püskür,negative,negative,[0.9948159 0.0051841],[0.9945492 0.0054508],Odatv.com,"['seda', 'çınar', 'taciz', 'mesajlarına', 'isyan', 'etti', 'seni', 'affetmem', 'için', 'yalvartmazsam']","['seda', 'çınar', 'taciz', 'mesaj', 'isyan', 'et', 'sen', 'affe', 'için', 'yalvar']","['seda', 'çınar', 'sosyal', 'medya', 'hesabından', 'eşi', 'kızları', 'ses', 'elanın', 'babası', 'ümit', 'erdimle', 'yer', 'aldığı', 'fotoğrafları', 'silmiş', 'soyadını', 'değiştirmişti', 'boşanma', 'haberleriyle', 'magazin', 'gündemine', 'gelen', 'ünlü', 'çiftten', 'çınar', 'kendisine', 'gelen', 'taciz', 'mesajlarına', 'ateş', 'püskür']","['seda', 'çınar', 'sosyal', 'medya', 'hesap', 'eş', 'kız', 'ses', 'elan', 'baba', 'ümit', 'ert', 'yer', 'al', 'fotoğraf', 'sil', 'soyat', 'değiş', 'boşa', 'haber', 'magaz', 'gündem', 'gel', 'ünlü', 'çift', 'çınar', 'kendi', 'gel', 'taciz', 'mesaj', 'ateş', 'püskür']"
entertainment,uraz kaygılaroğlunun provada erkek rol arkadaşıyla öpüştü,uraz kaygılaroğlu aşık shakespeare adlı tiyatro oyununun provalarında erkek rol arkadaşıyla öpüştü,negative,negative,[0.9881511 0.011849 ],[0.9900429  0.00995713],Odatv.com,"['uraz', 'kaygılaroğlunun', 'provada', 'erkek', 'rol', 'arkadaşıyla', 'öpüştü']","['uraz', 'kaygılaroğlu', 'prova', 'erkek', 'rol', 'arkadaş', 'öpüş']","['uraz', 'kaygılaroğlu', 'aşık', 'shakespeare', 'adlı', 'tiyatro', 'oyununun', 'provalarında', 'erkek', 'rol', 'arkadaşıyla', 'öpüştü']","['uraz', 'kaygılaroğlu', 'aşık', 'shakespear', 'adlı', 'tiyatro', 'oyun', 'prova', 'erkek', 'rol', 'arkadaş', 'öpüş']"
entertainment,serpil örümcerin zabıta isyanı,yeşilçam oyuncularından serpil örümcer fatihteki ayın kilisesi önünde takı tezgahı açarak hayatını idame ettirmeye çalışıyordu yaşındaki sanatçı zabıtaların kendisine satış yapamayacağını beyan ettiğini nedenle tezgahını toplamak zorunda kal,negative,negative,[0.9980258  0.00197427],[0.94551635 0.05448361],Hurriyet.com.tr,"['serpil', 'örümcerin', 'zabıta', 'isyanı']","['serpil', 'örümcer', 'zabıt', 'isyan']","['yeşilçam', 'oyuncularından', 'serpil', 'örümcer', 'fatihte', 'ki', 'ayın', 'kilisesi', 'önünde', 'takı', 'tezgahı', 'açarak', 'hayatını', 'idame', 'ettirmeye', 'çalışıyordu', 'yaşında', 'ki', 'sanatçı', 'zabıtaların', 'kendisine', 'satış', 'yapamayacağını', 'beyan', 'ettiğini', 'nedenle', 'tezgahını', 'toplamak', 'zorunda', 'kal']","['yeşilçam', 'oyuncu', 'serpil', 'örümcer', 'fatih', 'ki', 'ayın', 'kilise', 'ön', 'takı', 'tezgah', 'aç', 'hayat', 'idam', 'et', 'çalış', 'yaş', 'ki', 'sanatçı', 'zabıta', 'kendi', 'satış', 'yap', 'beyan', 'et', 'neden', 'tezgah', 'topla', 'zorun', 'kal']"
entertainment,metroda ünlü var,ünlü oyuncu metroda çekilen fotoğrafını paylaştı,neutral,neutral,[0.0156729  0.98432714],[0.02879885 0.9712011 ],Hurriyet.com.tr,"['metroda', 'ünlü', 'var']","['metro', 'ünlü', 'var']","['ünlü', 'oyuncu', 'metroda', 'çekilen', 'fotoğrafını', 'paylaştı']","['ünlü', 'oyuncu', 'metro', 'çek', 'fotoğraf', 'paylaş']"
entertainment,sürpriz teklifin perde arkasını anlattı kafamda hayal ettiğim gibi olmadı,camdaki kız dizisiyle tanınan feyyaz şerifoğlu italyanın capri adasında evlenme teklifi ettiği sevgilisi kanal d haber spikeri merve dinçkol önceki gün istanbul havalimanında görüntülendi,negative,negative,[0.9954472  0.00455273],[0.98571926 0.01428076],Hurriyet.com.tr,"['sürpriz', 'teklifin', 'perde', 'arkasını', 'anlattı', 'kafamda', 'hayal', 'ettiğim', 'gibi', 'olmadı']","['sürpriz', 'teklif', 'per', 'arka', 'anlat', 'kafa', 'hayal', 'et', 'gibi', 'ol']","['camda', 'ki', 'kız', 'dizisiyle', 'tanınan', 'feyyaz', 'şerifoğlu', 'italyanın', 'capri', 'adasında', 'evlenme', 'teklifi', 'ettiği', 'sevgilisi', 'kanal', 'd', 'haber', 'spikeri', 'merve', 'dinçkol', 'önce', 'ki', 'gün', 'istanbul', 'havalimanında', 'görüntülendi']","['camda', 'ki', 'kız', 'dizi', 'tanı', 'feyyaz', 'şerifoğlu', 'italya', 'capri', 'ada', 'evlen', 'teklif', 'et', 'sevgili', 'kanal', 'd', 'haber', 'spiker', 'merve', 'dinçkol', 'önce', 'ki', 'gün', 'istanbul', 'havaliman', 'görüntülen']"
entertainment,aşk için köprüler yakıldı dile kolay evlilikte yıl,gece herkes aşık çiftin evine davetliydi onlara güne denk gelen milli bayramın kutlanacağı söylenmişti davetliler niyetle film setinde tanışıp aşık olan genç çiftin evine gitti onları bambaşka sürpriz bekliyordu,neutral,neutral,[0.12790945 0.8720906 ],[0.07627558 0.9237245 ],Hurriyet.com.tr,"['aşk', 'için', 'köprüler', 'yakıldı', 'dile', 'kolay', 'evlilikte', 'yıl']","['aşk', 'için', 'köprü', 'yak', 'dile', 'kolay', 'evlilik', 'yıl']","['gece', 'herkes', 'aşık', 'çiftin', 'evine', 'davetli', 'ydi', 'onlara', 'güne', 'denk', 'gelen', 'milli', 'bayramın', 'kutlanacağı', 'söylenmişti', 'davetliler', 'niyetle', 'film', 'setinde', 'tanışıp', 'aşık', 'olan', 'genç', 'çiftin', 'evine', 'gitti', 'onları', 'bambaşka', 'sürpriz', 'bekliyordu']","['gece', 'herkes', 'aşık', 'çift', 'ev', 'davetli', 'i', 'o', 'gün', 'denk', 'gel', 'milli', 'bayra', 'kutlan', 'söyle', 'davetli', 'niyet', 'film', 'set', 'tanış', 'aşık', 'ol', 'genç', 'çift', 'ev', 'git', 'o', 'bambaşka', 'sürpriz', 'bekle']"
