category,temizlenmis_title,Real/Fake,temizlenmis_description,temizlenmis_title_tokens,temizlenmis_title_lemmas,temizlenmis_description_tokens,temizlenmis_description_lemmas
sports,bakan baktan yusuf can zeybeke tebrik,1,gençlik spor bakanı osman aşkın bak edirnede yıl düzenlenen tarihi kırkpınar yağlı güreşlerinde rakibi mustafa taşı finalde yenerek başpehlivan ünvanını koruyan yusuf can zeybeki kutladı,"['bakan', 'baktan', 'yusuf', 'can', 'zeybeke', 'tebrik']","['bakan', 'bak', 'yusuf', 'can', 'zeybeke', 'tebrik']","['gençlik', 'spor', 'bakanı', 'osman', 'aşkın', 'bak', 'edirnede', 'yıl', 'düzenlenen', 'tarihi', 'kırkpınar', 'yağlı', 'güreşlerinde', 'rakibi', 'mustafa', 'taşı', 'finalde', 'yenerek', 'başpehlivan', 'ünvanını', 'koruyan', 'yusuf', 'can', 'zeybe', 'ki', 'kutladı']","['gençlik', 'spor', 'bakan', 'osman', 'aşkın', 'bak', 'edirne', 'yıl', 'düzenle', 'tarihi', 'kırkpınar', 'yağlı', 'güreş', 'rakip', 'mustafa', 'taşı', 'final', 'ye', 'başpehlivan', 'ünvan', 'koru', 'yusuf', 'can', 'zeybe', 'ki', 'kutla']"
sports,olimpiyatın binlerce yıllık öyküsü,1,dünyanın en büyük spor organizasyonu olan üncüsü temmuz ağustosta fransanın başkenti pariste düzenlenecek olimpiyatların geçmişi milattan önce yüzyıla uzanıyor,"['olimpiyatın', 'binlerce', 'yıllık', 'öyküsü']","['olimpiyat', 'binlerce', 'yıllık', 'öykü']","['dünyanın', 'en', 'büyük', 'spor', 'organizasyonu', 'olan', 'üncüsü', 'temmuz', 'ağustosta', 'fransanın', 'başkenti', 'pariste', 'düzenlenecek', 'olimpiyatların', 'geçmişi', 'milattan', 'önce', 'yüzyıla', 'uzanıyor']","['dünya', 'en', 'büyük', 'spor', 'organizasyon', 'ol', 'üncü', 'temmuz', 'ağustos', 'fransa', 'başkent', 'paris', 'düzenle', 'olimpiyat', 'geçmiş', 'milat', 'önce', 'yüzyıl', 'uza']"
sports,ahmet örkenden çinde etap zaferi,1,spor toto cycling teamin deneyimli sporcusu ahmet örken çindeki tour of qinghai lake yol bisikleti yarışının etabını kazanan isim oldu,"['ahmet', 'örkenden', 'çinde', 'etap', 'zaferi']","['ahmet', 'örken', 'çinde', 'etap', 'zafer']","['spor', 'toto', 'cycling', 'teamin', 'deneyimli', 'sporcusu', 'ahmet', 'örken', 'çinde', 'ki', 'tour', 'of', 'qinghai', 'lake', 'yol', 'bisikleti', 'yarışının', 'etabını', 'kazanan', 'isim', 'oldu']","['spor', 'toto', 'cycling', 'teamin', 'deneyimli', 'sporcu', 'ahmet', 'örken', 'çinde', 'ki', 'tour', 'of', 'qinghai', 'lake', 'yol', 'bisiklet', 'yarış', 'etap', 'kazan', 'isim', 'ol']"
sports,dünya spor fotoğrafları ödülleri yarışmasında aa foto muhabirlerine ödül,1,anadolu ajansı aa foto muhabirleri world sports photography awards dünya spor fotoğrafları ödülleri yarışmasında ödüle layık görüldü anadolu ajansı,"['dünya', 'spor', 'fotoğrafları', 'ödülleri', 'yarışmasında', 'aa', 'foto', 'muhabirlerine', 'ödül']","['dünya', 'spor', 'fotoğraf', 'ödül', 'yarışma', 'aa', 'foto', 'muhabir', 'ödül']","['anadolu', 'ajansı', 'aa', 'foto', 'muhabirleri', 'world', 'sports', 'photography', 'awards', 'dünya', 'spor', 'fotoğrafları', 'ödülleri', 'yarışmasında', 'ödüle', 'layık', 'görüldü', 'anadolu', 'ajansı']","['anadolu', 'ajan', 'aa', 'foto', 'muhabir', 'world', 'sports', 'vhotography', 'awards', 'dünya', 'spor', 'fotoğraf', 'ödül', 'yarışma', 'ödül', 'layık', 'gör', 'anadolu', 'ajan']"
sports,bakan bak olimpiyatlara sporcu kazandıran kulüplerimize şükranlarımı sunuyorum,1,gençlik spor bakanı osman aşkın bak paris olimpiyat oyunlarına sporcu kazandıran spor kulübüne teşekkür ederek özverili çalışmalar neticesinde olimpiyatlara sporcu kazandıran kulüplerimize şükranlarımı sunuyorum dedi anadolu ajansı,"['bakan', 'bak', 'olimpiyatlara', 'sporcu', 'kazandıran', 'kulüplerimize', 'şükranlarımı', 'sunuyorum']","['bakan', 'bak', 'olimpiyat', 'sporcu', 'kazan', 'kulüp', 'şükran', 'sun']","['gençlik', 'spor', 'bakanı', 'osman', 'aşkın', 'bak', 'paris', 'olimpiyat', 'oyunlarına', 'sporcu', 'kazandıran', 'spor', 'kulübüne', 'teşekkür', 'ederek', 'özverili', 'çalışmalar', 'neticesinde', 'olimpiyatlara', 'sporcu', 'kazandıran', 'kulüplerimize', 'şükranlarımı', 'sunuyorum', 'dedi', 'anadolu', 'ajansı']","['gençlik', 'spor', 'bakan', 'osman', 'aşkın', 'bak', 'paris', 'olimpiyat', 'oyun', 'sporcu', 'kazan', 'spor', 'kulüp', 'teşekkür', 'et', 'özverili', 'çalış', 'netice', 'olimpiyat', 'sporcu', 'kazan', 'kulüp', 'şükran', 'sun', 'de', 'anadolu', 'ajan']"
sports,gençlik spor bakanlığı başarılı gençler için vizyon kampları düzenliyor,1,gençlik spor bakanlığı türkiyenin dört yanından farklı bölümlerden başarılı gençleri vizyon kamplarında buluşturuyor anadolu ajansı,"['gençlik', 'spor', 'bakanlığı', 'başarılı', 'gençler', 'için', 'vizyon', 'kampları', 'düzenliyor']","['gençlik', 'spor', 'bakanlık', 'başarılı', 'genç', 'için', 'vizyon', 'kamp', 'düzenle']","['gençlik', 'spor', 'bakanlığı', 'türkiyenin', 'dört', 'yanından', 'farklı', 'bölümlerden', 'başarılı', 'gençleri', 'vizyon', 'kamplarında', 'buluşturuyor', 'anadolu', 'ajansı']","['gençlik', 'spor', 'bakanlık', 'türkiye', 'dört', 'yan', 'farklı', 'bölüm', 'başarılı', 'genç', 'vizyon', 'kamp', 'buluş', 'anadolu', 'ajan']"
sports,ilk olimpiyat espor oyunları yılında suudi arabistanda düzenlenecek,1,uluslararası olimpiyat komitesi yeni yaptığı açıklamada yıllık ortaklığın parçası olarak ilk olimpiyat espor oyunlarının yılında suudi arabistanda düzenleneceğini duyurdu,"['ilk', 'olimpiyat', 'espor', 'oyunları', 'yılında', 'suudi', 'arabistanda', 'düzenlenecek']","['ilk', 'olimpiyat', 'espor', 'oyun', 'yıl', 'suudi', 'arabistan', 'düzenle']","['uluslararası', 'olimpiyat', 'komitesi', 'yeni', 'yaptığı', 'açıklamada', 'yıllık', 'ortaklığın', 'parçası', 'olarak', 'ilk', 'olimpiyat', 'espor', 'oyunlarının', 'yılında', 'suudi', 'arabistanda', 'düzenleneceğini', 'duyurdu']","['uluslararası', 'olimpiyat', 'komite', 'yeni', 'yap', 'açıkla', 'yıllık', 'ortaklık', 'parça', 'olarak', 'ilk', 'olimpiyat', 'espor', 'oyun', 'yıl', 'suudi', 'arabistan', 'düzenle', 'duy']"
sports,rıza kayaalp pariste yok,1,paris olimpiyat oyunlarındaki en büyük madalya umutlarımızdan olan milli güreşçi rıza kayaalpten kötü haber geldi rekortmen güreşçimiz tedavi amaçlı kullandığı ilaçta yasaklı madde tespit edildiği için olimpiyatlara katılamayacak,"['rıza', 'kayaalp', 'pariste', 'yok']","['rız', 'kayaalp', 'paris', 'yok']","['paris', 'olimpiyat', 'oyunlarında', 'ki', 'en', 'büyük', 'madalya', 'umutlarımızdan', 'olan', 'milli', 'güreşçi', 'rıza', 'kayaalpten', 'kötü', 'haber', 'geldi', 'rekortmen', 'güreşçimiz', 'tedavi', 'amaçlı', 'kullandığı', 'ilaçta', 'yasaklı', 'madde', 'tespit', 'edildiği', 'için', 'olimpiyatlara', 'katılamayacak']","['paris', 'olimpiyat', 'oyun', 'ki', 'en', 'büyük', 'madalya', 'umut', 'ol', 'milli', 'güreşçi', 'rız', 'kayaalp', 'kötü', 'haber', 'gel', 'rekortmen', 'güreşçi', 'tedavi', 'amaçlı', 'kullan', 'ilaç', 'yasaklı', 'madde', 'tespit', 'et', 'için', 'olimpiyat', 'kat']"
sports,kontrolsüz protein takviyesi uyarısı,1,profesyonel sporcu olmadıkları halde kas geliştirmek için egzersiz yapanların aldıkları yüksek doz protein takviyesinin karaciğer böbrekleri olumsuz etkileyebildiği ürünlerin doktor tavsiyesiyle kullanılması gerektiği belirtildi,"['kontrolsüz', 'protein', 'takviyesi', 'uyarısı']","['kontrolsüz', 'prote', 'takviye', 'uyarı']","['profesyonel', 'sporcu', 'olmadıkları', 'halde', 'kas', 'geliştirmek', 'için', 'egzersiz', 'yapanların', 'aldıkları', 'yüksek', 'doz', 'protein', 'takviyesinin', 'karaciğer', 'böbrekleri', 'olumsuz', 'etkileyebildiği', 'ürünlerin', 'doktor', 'tavsiyesiyle', 'kullanılması', 'gerektiği', 'belirtildi']","['profesyonel', 'sporcu', 'ol', 'hal', 'kas', 'geliş', 'için', 'egzersiz', 'yap', 'al', 'yüksek', 'doz', 'prote', 'takviye', 'karaciğer', 'böbrek', 'olumsuz', 'etkile', 'ürün', 'doktor', 'tavsiye', 'kullan', 'gerek', 'belir']"
sports,bakan baktan müzekart gns seyahatsever tarihleri,1,gençlik spor bakanı osman aşkın bak ücretsiz müzekart genç sever gns uygulamasının temmuz gençlere bakanlığın yurtlarında konaklama imkanı sunan seyahatsever projesinin temmuzda başlayacağını duyurdu,"['bakan', 'baktan', 'müzekart', 'gns', 'seyahatsever', 'tarihleri']","['bakan', 'bak', 'müzekart', 'gns', 'seyahatsever', 'tarih']","['gençlik', 'spor', 'bakanı', 'osman', 'aşkın', 'bak', 'ücret', 'siz', 'müzekart', 'genç', 'sever', 'gns', 'uygulamasının', 'temmuz', 'gençlere', 'bakanlığın', 'yurtlarında', 'konaklama', 'imkanı', 'sunan', 'seyahatsever', 'projesinin', 'temmuzda', 'başlayacağını', 'duyurdu']","['gençlik', 'spor', 'bakan', 'osman', 'aşkın', 'bak', 'ücret', 'siz', 'müzekart', 'genç', 'sev', 'gns', 'uygulama', 'temmuz', 'genç', 'bakanlık', 'yurt', 'konakla', 'imkan', 'sun', 'seyahatsever', 'proje', 'temmuz', 'başla', 'duy']"
sports,kara duvarda son durum,1,beşiktaşın dortmunddan esinlenerek kale arkası tribünlere ayakta seyirci almak için yaptığı kara duvar başvurusu için bekleyiş sürüyor gençlik spor bakanlığının projeye olumlu baktığı kapasite artışı nedeniyle ilgili bakanlıklardan d,"['kara', 'duvarda', 'son', 'durum']","['kara', 'duvar', 'son', 'durum']","['beşiktaşın', 'dortmunddan', 'esinlenerek', 'kale', 'arkası', 'tribünlere', 'ayakta', 'seyirci', 'almak', 'için', 'yaptığı', 'kara', 'duvar', 'başvurusu', 'için', 'bekleyiş', 'sürüyor', 'gençlik', 'spor', 'bakanlığının', 'projeye', 'olumlu', 'baktığı', 'kapasite', 'artışı', 'nedeniyle', 'ilgili', 'bakanlıklardan', 'd']","['beşiktaş', 'dortm', 'esinle', 'kale', 'arka', 'tribün', 'ayak', 'seyirci', 'al', 'için', 'yap', 'kara', 'duvar', 'başvuru', 'için', 'bekleyiş', 'sür', 'gençlik', 'spor', 'bakanlık', 'proje', 'olumlu', 'bak', 'kapa', 'artış', 'neden', 'ilgili', 'bakanlık', 'd']"
sports,bakan bak genç millileri tebrik etti,1,gençlik spor bakanı dr osman aşkın bak fiba u basketbol dünya kupasında yeni zelandayı mağlup ederek dünya üçüncüsü olan yaş altı erkek basketbol milli takımı için tebrik mesajı yayımladı,"['bakan', 'bak', 'genç', 'millileri', 'tebrik', 'etti']","['bakan', 'bak', 'genç', 'milli', 'tebrik', 'et']","['gençlik', 'spor', 'bakanı', 'dr', 'osman', 'aşkın', 'bak', 'fiba', 'u', 'basketbol', 'dünya', 'kupasında', 'yeni', 'zelandayı', 'mağlup', 'ederek', 'dünya', 'üçüncüsü', 'olan', 'yaş', 'altı', 'erkek', 'basketbol', 'milli', 'takımı', 'için', 'tebrik', 'mesajı', 'yayımladı']","['gençlik', 'spor', 'bakan', 'dr', 'osman', 'aşkın', 'bak', 'fiba', 'u', 'basketbol', 'dünya', 'kupa', 'yeni', 'zelanda', 'mağlup', 'et', 'dünya', 'üçüncü', 'ol', 'yaş', 'altı', 'erkek', 'basketbol', 'milli', 'takım', 'için', 'tebrik', 'mesaj', 'yayımla']"
sports,manisa fk tesisleri boşalttı,1,manisa büyükşehir belediyesinin tesislerini kiralama usulüyle kullanan geçtiğimiz mayıs ayında alınan meclis kararıyla sözleşmesi iptal edilen trendyol lig ekiplerinden manisa futbol kulübü halil onultmak tevfik lav spor tesislerini boşalttı,"['manisa', 'fk', 'tesisleri', 'boşalttı']","['manisa', 'fk', 'tesis', 'boşal']","['manisa', 'büyükşehir', 'belediyesinin', 'tesislerini', 'kiralama', 'usulüyle', 'kullanan', 'geçtiğimiz', 'mayıs', 'ayında', 'alınan', 'meclis', 'kararıyla', 'sözleşmesi', 'iptal', 'edilen', 'trendyol', 'lig', 'ekiplerinden', 'manisa', 'futbol', 'kulübü', 'halil', 'onultmak', 'tevfik', 'lav', 'spor', 'tesislerini', 'boşalttı']","['manisa', 'büyükşehir', 'belediye', 'tesis', 'kirala', 'usul', 'kullan', 'geç', 'mayıs', 'ay', 'al', 'meclis', 'karar', 'sözleşme', 'iptal', 'et', 'trendyol', 'lig', 'ekip', 'manisa', 'futbol', 'kulüp', 'halil', 'onultmak', 'tevfik', 'lav', 'spor', 'tesis', 'boşal']"
sports,milli sporcularla kamera karşısında,1,paris olimpiyat oyunlarına katılacak milli sporcularla çekilen reklam filminde rol alan cem yılmaz spor denilince ilk akla gelen insan değilim tabii elimden geldiğince olimpiyatlara katılıp yarışları seyredeceğim ülkemizde fazla sporla ilg,"['milli', 'sporcularla', 'kamera', 'karşısında']","['milli', 'sporcu', 'kamer', 'karşı']","['paris', 'olimpiyat', 'oyunlarına', 'katılacak', 'milli', 'sporcularla', 'çekilen', 'reklam', 'filminde', 'rol', 'alan', 'cem', 'yılmaz', 'spor', 'denilince', 'ilk', 'akla', 'gelen', 'insan', 'değilim', 'tabii', 'elimden', 'geldiğince', 'olimpiyatlara', 'katılıp', 'yarışları', 'seyredeceğim', 'ülkemizde', 'fazla', 'sporla', 'ilg']","['paris', 'olimpiyat', 'oyun', 'kat', 'milli', 'sporcu', 'çek', 'reklam', 'film', 'rol', 'al', 'cem', 'yılmaz', 'spor', 'denilince', 'ilk', 'akla', 'gel', 'insan', 'değil', 'tabii', 'el', 'gel', 'olimpiyat', 'kat', 'yarış', 'seyret', 'ülke', 'fazla', 'spor', 'ilg']"
sports,bugün fenerbahçe günü,1,fenerbahçenin sosyal medyadan yaptığı duygusal paylaşım spor gündeminde geniş yankı buldu kapsamda taraftarlar dünya fenerbahçeliler günü mesajlarını araştırmaya başladı temmuz dünya fenerbahçeliler gününe özel en güzel sözler görseller,"['bugün', 'fenerbahçe', 'günü']","['bugün', 'fenerbahçe', 'gün']","['fenerbahçenin', 'sosyal', 'medyadan', 'yaptığı', 'duygusal', 'paylaşım', 'spor', 'gündeminde', 'geniş', 'yankı', 'buldu', 'kapsamda', 'taraftarlar', 'dünya', 'fenerbahçeliler', 'günü', 'mesajlarını', 'araştırmaya', 'başladı', 'temmuz', 'dünya', 'fenerbahçeliler', 'gününe', 'özel', 'en', 'güzel', 'sözler', 'görseller']","['fenerbahçe', 'sosyal', 'medya', 'yap', 'duygusal', 'paylaşım', 'spor', 'gündem', 'geniş', 'yank', 'bul', 'kapsam', 'taraftar', 'dünya', 'fenerbahçeli', 'gün', 'mesaj', 'araştır', 'başla', 'temmuz', 'dünya', 'fenerbahçeli', 'gün', 'özel', 'en', 'güzel', 'söz', 'görsel']"
sports,evde kas geliştirmek mümkün,0,evde spor yaparak zaman tasarrufu sağlayabilir forma girebilirsiniz ihtiyacınız olan tek doğru antrenman programını uygulamak disiplinli şekilde devam etmek evde kolayca uygulayabileceğiniz antrenmanlarla kas kütlenizi artırabilir,"['evde', 'kas', 'geliştirmek', 'mümkün']","['ev', 'kas', 'geliş', 'mümkün']","['evde', 'spor', 'yaparak', 'zaman', 'tasarrufu', 'sağlayabilir', 'forma', 'girebilirsiniz', 'ihtiyacınız', 'olan', 'tek', 'doğru', 'antrenman', 'programını', 'uygulamak', 'disiplinli', 'şekilde', 'devam', 'etmek', 'evde', 'kolayca', 'uygulayabileceğiniz', 'antrenmanlarla', 'kas', 'kütlenizi', 'artırabilir']","['ev', 'spor', 'yap', 'zaman', 'tasarruf', 'sağla', 'forma', 'gir', 'ihtiyaç', 'ol', 'tek', 'doğru', 'antrenman', 'program', 'uygula', 'disiplinli', 'şekil', 'devam', 'et', 'ev', 'kolayca', 'uygula', 'antrenman', 'kas', 'kütleniz', 'artır']"
sports,hızlı kilo verdiriyor beyin egzersizi yaptırıyor kürek sporu,0,sağ olsun sosyal medya artık hepimiz sporla uğraşmazsak rahat edemiyoruz sosyal medyanın dönem dönem parlattığı spor dalları olduğunu kabul etmemek mümkün son zamanlarda bazı dizilerde karakterlerin uğraştığı sporlar arasında gösterilen kürek,"['hızlı', 'kilo', 'verdiriyor', 'beyin', 'egzersizi', 'yaptırıyor', 'kürek', 'sporu']","['hızlı', 'kilo', 'ver', 'beyin', 'egzersiz', 'yap', 'kürek', 'sporu']","['sağ', 'olsun', 'sosyal', 'medya', 'artık', 'hepimiz', 'sporla', 'uğraşmazsak', 'rahat', 'edemiyoruz', 'sosyal', 'medyanın', 'dönem', 'dönem', 'parlattığı', 'spor', 'dalları', 'olduğunu', 'kabul', 'etmemek', 'mümkün', 'son', 'zamanlarda', 'bazı', 'dizilerde', 'karakterlerin', 'uğraştığı', 'sporlar', 'arasında', 'gösterilen', 'kürek']","['sağ', 'ol', 'sosyal', 'medya', 'artık', 'hep', 'spor', 'uğraş', 'rahat', 'et', 'sosyal', 'medya', 'dönem', 'dönem', 'parla', 'spor', 'dal', 'ol', 'kabul', 'et', 'mümkün', 'son', 'zaman', 'bazı', 'dizi', 'karakter', 'uğraş', 'spor', 'ara', 'göster', 'kürek']"
sports,buz terapisi nedir,0,buz terapisi çoğu insan için güvenli etkili tedavi yöntemidir bazı kişiler için dikkatli kullanılması gerekebilir genel olarak spor yaralanmaları burkulmalar kas spazmları akut ağrılar yaşayan bireyler buz terapisinden faydalanabilir,"['buz', 'terapisi', 'ne', 'dir']","['buz', 'terapi', 'ne', 'i']","['buz', 'terapisi', 'çoğu', 'insan', 'için', 'güven', 'li', 'etkili', 'tedavi', 'yöntemi', 'dir', 'bazı', 'kişiler', 'için', 'dikkatli', 'kullanılması', 'gerekebilir', 'genel', 'olarak', 'spor', 'yaralanmaları', 'burkulmalar', 'kas', 'spazmları', 'akut', 'ağrılar', 'yaşayan', 'bireyler', 'buz', 'terapisinden', 'faydalanabilir']","['buz', 'terapi', 'çoğu', 'insan', 'için', 'güven', 'li', 'etkili', 'tedavi', 'yöntem', 'i', 'bazı', 'kişi', 'için', 'dikkatli', 'kullan', 'gerek', 'genel', 'olarak', 'spor', 'yaralanma', 'burkulma', 'kas', 'spazm', 'akut', 'ağrı', 'yaşa', 'birey', 'buz', 'terapi', 'faydala']"
economics,borusan türkiyedeki üretimini durdurdu,0,borusan birleşik boru fabrikaları sanayi ticaret aşnin borusan boru türkiyedeki üretimini durdurduğu yatırımlarının tamamını yurtdışına çıkardığı türkiyeyi terk ettiği ortaya çıktı,"['borusan', 'türkiyede', 'ki', 'üretimini', 'durdurdu']","['Borusan', 'türkiye', 'ki', 'üretim', 'dur']","['borusan', 'birleşik', 'boru', 'fabrikaları', 'sanayi', 'ticaret', 'aşnin', 'borusan', 'boru', 'türkiyede', 'ki', 'üretimini', 'durdurduğu', 'yatırımlarının', 'tamamını', 'yurtdışına', 'çıkardığı', 'türkiyeyi', 'terk', 'ettiği', 'ortaya', 'çıktı']","['borusan', 'birleşik', 'boru', 'fabrika', 'sana', 'ticaret', 'aşni', 'borusan', 'boru', 'türkiye', 'ki', 'üretim', 'dur', 'yatırım', 'tamam', 'yurtdışı', 'çıkar', 'türkiye', 'terk', 'et', 'orta', 'çık']"
economics,yatırım hedefi gösteriyor,0,merkez bankası başkanı hafize gaye erkanın vatandaşları bazı yatırım araçlarına yönlendiriyor,"['yatırım', 'hedefi', 'gösteriyor']","['yatırım', 'hedef', 'göster']","['merkez', 'bankası', 'başkanı', 'hafize', 'gaye', 'erkanın', 'vatandaşları', 'bazı', 'yatırım', 'araçlarına', 'yönlendiriyor']","['merkez', 'banka', 'başkan', 'hafize', 'gaye', 'erka', 'vatandaş', 'bazı', 'yatırım', 'araç', 'yönlen']"
economics,mehmet şimşekten şok açıklama,0,hazine maliye bakanı şimşek bütçe açığının sebei emekliler dedi,"['mehmet', 'şimşekten', 'şok', 'açıklama']","['mehmet', 'şimşek', 'şok', 'açıkla']","['hazine', 'maliye', 'bakanı', 'şimşek', 'bütçe', 'açığının', 'sebei', 'emekliler', 'dedi']","['haz', 'maliye', 'bakan', 'şimşek', 'bütçe', 'açık', 'sebe', 'emekli', 'de']"
economics,kiraya üst sınır geldi,0,ev tiplerine göre belirlenen üst sınır kuralına uyulmadığı takdirde ticaret bakanlığı para cezası verecek,"['kiraya', 'üst', 'sınır', 'geldi']","['kira', 'üst', 'sınır', 'gel']","['ev', 'tiplerine', 'göre', 'belirlenen', 'üst', 'sınır', 'kuralına', 'uyulmadığı', 'takdirde', 'ticaret', 'bakanlığı', 'para', 'cezası', 'verecek']","['ev', 'tip', 'göre', 'belirle', 'üst', 'sınır', 'kural', 'uyul', 'takdir', 'ticaret', 'bakanlık', 'para', 'ceza', 'ver']"
economics,türkiyenin dünya ekonomi sıralamasında sıraya geriledi,0,imamoğlu yayın sırasında vatandaşlara grafik gösterdi grafikte türkiye dünyada kaçıncı büyük ekonomi başlığının yer aldığı görüldü verilen bilgilerde türkiyenin sırada yer aldığı belirtildi,"['türkiyenin', 'dünya', 'ekonomi', 'sıralamasında', 'sıraya', 'geriledi']","['türkiye', 'dünya', 'ekonomi', 'sıralama', 'sıra', 'ger']","['imamoğlu', 'yayın', 'sırasında', 'vatandaşlara', 'grafik', 'gösterdi', 'grafikte', 'türkiye', 'dünyada', 'kaçıncı', 'büyük', 'ekonomi', 'başlığının', 'yer', 'aldığı', 'görüldü', 'verilen', 'bilgilerde', 'türkiyenin', 'sırada', 'yer', 'aldığı', 'belirtildi']","['imamoğlu', 'yayın', 'sıra', 'vatandaş', 'grafik', 'göster', 'grafik', 'türkiye', 'dünya', 'kaçıncı', 'büyük', 'ekonomi', 'başlık', 'yer', 'al', 'gör', 'ver', 'bilgi', 'türkiye', 'sıra', 'yer', 'al', 'belir']"
economics,botaş resmi araçla kapalıçarşıdan döviz aldı,0,kapalıçarşıdan devasa kasalarla döviz alan şirketlerden birisi botaşmış kapalıçarşı esnafı doğruladı,"['botaş', 'resmi', 'araçla', 'kapalıçarşıdan', 'döviz', 'aldı']","['botaş', 'resmi', 'araç', 'kapalıçarşı', 'döviz', 'al']","['kapalıçarşıdan', 'devasa', 'kasalarla', 'döviz', 'alan', 'şirketlerden', 'birisi', 'botaşmış', 'kapalıçarşı', 'esnafı', 'doğruladı']","['kapalıçarşı', 'devasa', 'kasa', 'döviz', 'al', 'şirket', 'biri', 'botaş', 'kapalıçarşı', 'esnaf', 'doğrula']"
economics,merkez bankasıda dövizi oradan alıyor,0,döviz arzında yaşanan sorun uygulanan sıkı gözetim uygulamaları alanda derinliği olan kapalıçarşıyı yeniden gündeme taşıdı özel şirketlerden döviz borcu olan vatandaşa kamuya alanda talep kapalıçarşıya yöneldi verilen bilgiye göre sadece merkez bankası demir sandıklar çarşıya gün milyar tl getiriyor karşılığında milyon dolar topluyor,"['merkez', 'bankasıda', 'dövizi', 'oradan', 'alıyor']","['merkez', 'banka', 'döviz', 'ora', 'al']","['döviz', 'arzında', 'yaşanan', 'sorun', 'uygulanan', 'sıkı', 'gözetim', 'uygulamaları', 'alanda', 'derinliği', 'olan', 'kapalıçarşıyı', 'yeniden', 'gündeme', 'taşıdı', 'özel', 'şirketlerden', 'döviz', 'borcu', 'olan', 'vatandaşa', 'kamuya', 'alanda', 'talep', 'kapalıçarşıya', 'yöneldi', 'verilen', 'bilgiye', 'göre', 'sadece', 'merkez', 'bankası', 'demir', 'sandıklar', 'çarşıya', 'gün', 'milyar', 'tl', 'getiriyor', 'karşılığında', 'milyon', 'dolar', 'topluyor']","['döviz', 'arz', 'yaşa', 'sorun', 'uygula', 'sık', 'gözetim', 'uygulama', 'alan', 'derinlik', 'ol', 'kapalıçarşı', 'yeniden', 'gündem', 'taşı', 'özel', 'şirket', 'döviz', 'borcu', 'ol', 'vatandaş', 'kamu', 'alan', 'talep', 'kapalıçarşı', 'yönel', 'ver', 'bilgi', 'göre', 'sadece', 'merkez', 'banka', 'demir', 'sandık', 'çarşı', 'gün', 'milyar', 'tl', 'getir', 'karşılık', 'milyon', 'dolar', 'topla']"
economics,çipli hayvan başına vergi alınacak,0,süredir ev hayvanları kayıt sistemi petvet evcil hayvanlara çip takılıyor pasaport üretiliyor çiplenen hayvan insan tarafından sahiplenilmiş oluyor kişinin sorumluluğuna giriyorhayvan başına belirlenen miktar tl,"['çipli', 'hayvan', 'başına', 'vergi', 'alınacak']","['çipli', 'hayvan', 'baş', 'vergi', 'al']","['süre', 'dir', 'ev', 'hayvanları', 'kayıt', 'sistemi', 'petvet', 'evcil', 'hayvanlara', 'çip', 'takılıyor', 'pasaport', 'üretiliyor', 'çiplenen', 'hayvan', 'insan', 'tarafından', 'sahiplenilmiş', 'oluyor', 'kişinin', 'sorumluluğuna', 'giriyorhayvan', 'başına', 'belirlenen', 'miktar', 'tl']","['süre', 'i', 'ev', 'hayvan', 'kayıt', 'sistem', 'petvet', 'evcil', 'hayvan', 'çip', 'tak', 'pasaport', 'üre', 'çiple', 'hayvan', 'insan', 'taraf', 'sahiple', 'ol', 'kişi', 'sorumluluk', 'giriyorhayvan', 'baş', 'belirle', 'miktar', 'tl']"
economics,dünya ekonomi forumu göbeklitepedeki kazı çalışmalarını durdurdu,0,sosyal medyada göbeklitepedeki arkeolojik kazı çalışmalarına dünya ekonomi forumunun wef müdahale ettiği engel olduğu iddiası öne sürüldü,"['dünya', 'ekonomi', 'forumu', 'göbeklitepede', 'ki', 'kazı', 'çalışmalarını', 'durdurdu']","['dünya', 'ekonomi', 'forum', 'göbeklitepe', 'ki', 'kazı', 'çalış', 'dur']","['sosyal', 'medyada', 'göbeklitepede', 'ki', 'arkeolojik', 'kazı', 'çalışmalarına', 'dünya', 'ekonomi', 'forumunun', 'wef', 'müdahale', 'ettiği', 'engel', 'olduğu', 'iddiası', 'öne', 'sürüldü']","['sosyal', 'medya', 'göbeklitepe', 'ki', 'arkeolojik', 'kazı', 'çalış', 'dünya', 'ekonomi', 'forum', 'wef', 'müdahale', 'et', 'engel', 'ol', 'iddia', 'ön', 'sür']"
